1447184238	1786449
1447184239	370220
1447184240	216380
1447184241	107370
1447184242	723946
1447184243	179950
1447184244	174830
1447184245	187928
1447184246	150163
1447184247	150882
1447184248	265211
1447184249	500930
1447184250	170760
1447184251	281504730
1447184252	281504730
1447184253	1138333963
1447184254	1629019377
1447184255	1760285427
1447184256	1678823955
1447184257	1569886417
1447184258	1525084360
1447184259	1497795934
1447184260	1514864379
1447184261	1553309850
1447184262	1570881907
1447184263	1590465961
1447184264	1590465961
1447184265	1900409877
1447184266	2322947702
1447184267	2252685018
1447184268	1491878374
1447184269	1397392090
1447184270	1397392090
1447184271	1818377862
1447184272	1491913354
1447184273	1474966538
1447184274	1480419252
1447184275	1490290670
1447184276	1552967276
1447184277	434458367
1447184278	265991
1447184279	78583
1447184280	105928
1447184281	120592
1447184282	274265
1447184283	117284
1447184284	60980
1447184285	61717
1447184286	3029567
1447184287	338716443
1447184288	338716443
1447184289	1274763610
1447184290	1641320548
1447184291	1782496102
1447184292	1724243660
1447184293	1588008139
1447184294	1534330027
1447184295	1526807337
1447184296	1535225149
1447184297	1568346692
1447184298	1593596548
1447184299	1589688159
1447184300	1571316943
1447184301	1568626695
1447184302	1552791087
1447184303	1523810134
1447184304	656125441
1447184305	64378788
1447184306	306743
1447184307	99429
1447184308	587779
1447184309	609010
1447184310	91300
1447184311	176487
1447184312	467921
1447184313	106535
1447184314	140552
1447184315	434372
1447184316	105881
1447184317	107519
1447184318	190254
1447184319	164044
1447184320	96608
1447184321	508043
1447184322	487165
1447184323	149873
1447184324	172176
1447184325	121695
1447184326	112206
1447184327	430665
1447184328	611723
1447184329	96573
1447184330	100499
1447184331	148975
1447184332	391826
1447184333	93021
1447184334	117691
1447184335	123059
1447184336	91415
1447184337	94070
1447184338	123312
1447184339	194220
1447184340	118364
1447184341	459451
1447184342	116476
1447184343	210342
1447184344	533476
1447184345	85254
1447184346	424976
1447184347	90527
1447184348	312148
1447184349	116778
1447184350	289478
1447184351	150958
1447184352	142009
1447184353	139279
1447184354	297671
1447184355	552464
1447184356	121242
1447184357	273765
1447184358	131946
1447184359	309779
1447184360	137442
1447184361	428868
1447184362	137607
1447184363	167690
1447184364	1166040
1447184365	208327
