1447184238	4 	2
1447184239	4 	2
1447184240	4 	2
1447184241	4 	2
1447184242	4 	2
1447184243	4 	2
1447184244	4 	2
1447184245	4 	2
1447184246	4 	2
1447184247	4 	2
1447184248	4 	2
1447184249	4 	0
1447184250	4 	0
1447184251	4 	0
1447184252	4 	1
1447184253	4 	1
1447184254	4 	2
1447184255	4 	3
1447184256	4 	2
1447184257	4 	3
1447184258	4 	2
1447184259	4 	7
1447184260	4 	2
1447184261	4 	1
1447184262	4 	2
1447184263	4 	1
1447184264	4 	8
1447184265	4 	2
1447184266	4 	4
1447184267	4 	3
1447184268	4 	1
1447184269	4 	3
1447184270	4 	1
1447184271	4 	2
1447184272	4 	1
1447184273	4 	1
1447184274	4 	4
1447184275	4 	0
1447184276	4 	5
1447184277	4 	2
1447184278	4 	2
1447184279	4 	2
1447184280	4 	2
1447184281	4 	2
1447184282	4 	2
1447184283	4 	2
1447184284	4 	2
1447184285	4 	0
1447184286	4 	0
1447184287	4 	0
1447184288	4 	1
1447184289	4 	2
1447184290	4 	7
1447184291	4 	1
1447184292	4 	2
1447184293	4 	1
1447184294	4 	2
1447184295	4 	1
1447184296	4 	2
1447184297	4 	2
1447184298	4 	1
1447184299	4 	1
1447184300	4 	2
1447184301	4 	3
1447184302	4 	0
1447184303	4 	2
1447184304	4 	0
1447184305	4 	2
1447184306	4 	2
1447184307	4 	2
1447184308	4 	2
1447184309	4 	2
1447184310	4 	2
1447184311	4 	2
1447184312	4 	2
1447184313	4 	2
1447184314	4 	2
1447184315	4 	2
1447184316	4 	2
1447184317	4 	2
1447184318	4 	2
1447184319	4 	2
1447184320	4 	2
1447184321	4 	2
1447184322	4 	2
1447184323	4 	2
1447184324	4 	2
1447184325	4 	2
1447184326	4 	2
1447184327	4 	2
1447184328	4 	2
1447184329	4 	2
1447184330	4 	2
1447184331	4 	2
1447184332	4 	2
1447184333	4 	2
1447184334	4 	2
1447184335	4 	2
1447184336	4 	2
1447184337	4 	2
1447184338	4 	2
1447184339	4 	2
1447184340	4 	2
1447184341	4 	2
1447184342	4 	2
1447184343	4 	2
1447184344	4 	2
1447184345	4 	2
1447184346	4 	2
1447184347	4 	2
1447184348	4 	2
1447184349	4 	2
1447184350	4 	2
1447184351	4 	2
1447184352	4 	2
1447184353	4 	2
1447184354	4 	2
1447184355	4 	2
1447184356	4 	2
1447184357	4 	2
1447184358	4 	2
1447184359	4 	2
1447184360	4 	2
1447184361	4 	2
1447184362	4 	4
1447184363	4 	2
1447184364	4 	2
1447184365	4 	2
