1447108212	13911
1447108213	20922
1447108214	27900
1447108215	41747
1447108216	55674
1447108217	69605
1447108218	69450
1447108219	76388
1447108220	83275
1447108221	83282
1447108222	83213
1447108223	83382
1447108224	139162
1447108225	181011
1447108226	236746
1447108228	276560
1447108229	255587
1447108230	224931
1447108231	210711
1447108232	208874
1447108233	212668
1447108234	221655
1447108235	224870
1447108236	224599
1447108237	222480
1447108238	219274
1447108239	218640
1447108240	218218
1447108241	219152
1447108242	220460
1447108243	221535
1447108244	222221
1447108245	252574
1447108245	222972
1447108246	236913
1447108247	207318
1447108248	177671
1447108249	148134
1447108250	118153
1447108251	87835
1447108252	82936
1447108253	83693
1447108254	125522
1447108256	167072
1447108258	205006
1447108259	194113
1447108260	234578
1447108261	237751
1447108262	252069
1447108263	267291
1447108264	273808
1447108265	269027
1447108266	261656
1447108268	209194
1447108269	207119
1447108269	189126
1447108270	212061
1447108270	225980
1447108270	197903
1447108271	211860
1447108272	186799
1447108273	180765
1447108274	163279
1447108275	129320
1447108276	89334
1447108277	82832
1447108278	82851
1447108279	82816
1447108280	82844
1447108281	82859
1447108282	82857
1447108283	82863
1447108284	82796
1447108285	82825
1447108286	82783
1447108287	82760
1447108288	82717
1447108289	82737
1447108290	82703
1447108291	82668
1447108292	82677
1447108293	82679
1447108294	82689
1447108295	82658
1447108296	82636
1447108297	82632
1447108298	82644
1447108299	82617
1447108300	82600
1447108301	82626
1447108302	82623
1447108303	82613
1447108304	82609
1447108305	82626
1447108306	82603
1447108307	82583
1447108308	82581
1447108309	82598
1447108310	82594
1447108311	82558
1447108312	82550
1447108313	82568
1447108314	82586
1447108315	82553
1447108316	82521
1447108317	82537
1447108318	82546
1447108319	82532
1447108320	82483
1447108321	82492
1447108322	82481
1447108323	82455
1447108324	82424
1447108325	82430
1447108326	82490
1447108327	82458
1447108328	82438
1447108329	82465
1447108330	82458
1447108331	82423
1447108332	82397
1447108333	82415
1447108334	82430
1447108335	82393
1447108336	82400
1447108337	82400
1447108338	82382
1447108339	82364
1447108340	82334
1447108341	82335
1447108342	82357
1447108343	82335
1447108344	82314
1447108345	82306
1447108346	82309
1447108347	82257
1447108348	82260
1447108349	82247
1447108350	82248
1447108351	82259
1447108352	82222
1447108353	82211
1447108354	82209
1447108355	82167
1447108356	82124
1447108357	82148
1447108358	82156
1447108359	82075
1447108360	82057
1447108361	82054
1447108362	82034
1447108363	81998
1447108364	81996
1447108365	81975
1447108366	81996
1447108367	81976
1447108368	81952
1447108369	81963
1447108370	81961
1447108371	81949
1447108372	81943
1447108373	81952
1447108374	81957
1447108375	81906
1447108376	81903
1447108377	81892
1447108378	81935
1447108379	81894
1447108380	81863
1447108381	81880
1447108382	81883
1447108383	81871
1447108384	81830
1447108385	81846
1447108386	81842
1447108387	81803
1447108388	81828
1447108389	81834
1447108390	81851
1447108391	81822
1447108392	81795
1447108393	81810
1447108394	81826
1447108395	81799
1447108396	81769
1447108397	81756
1447108398	81745
1447108399	81714
1447108400	81710
1447108401	81696
1447108402	81713
1447108403	81687
1447108404	81686
1447108405	81713
1447108406	81709
1447108407	81694
1447108408	81664
1447108409	81685
1447108410	81685
1447108411	81658
1447108412	81613
1447108413	81644
1447108414	81652
1447108415	81620
1447108416	81561
1447108417	81570
1447108418	81557
1447108419	81523
1447108420	81533
1447108421	81535
1447108422	81565
1447108423	81534
1447108424	81480
1447108425	81468
1447108426	81472
1447108427	81442
1447108428	81411
1447108429	81406
1447108430	81418
1447108431	81401
1447108432	81366
1447108433	81351
1447108434	81409
1447108435	81371
1447108436	81339
1447108437	81334
1447108438	81324
1447108439	81325
1447108440	81272
1447108441	81270
1447108442	81279
1447108443	81270
1447108444	81266
1447108445	81256
1447108446	81256
1447108447	81244
1447108448	81224
1447108449	81208
1447108450	81217
1447108451	81185
1447108452	81175
1447108453	81170
1447108454	81162
1447108455	81142
1447108456	81105
1447108457	81117
1447108458	81113
1447108459	81095
1447108460	81107
1447108461	81133
1447108462	81123
1447108463	81113
1447108464	81080
1447108465	81110
1447108466	81093
1447108467	81075
1447108468	81047
1447108469	81064
1447108470	81095
1447108471	81085
1447108472	81054
1447108473	81051
1447108474	81048
1447108475	81021
1447108476	81007
1447108477	81086
1447108478	81096
1447108479	81059
1447108480	81038
1447108481	81034
1447108482	81063
1447108483	81044
1447108484	80995
1447108485	81008
1447108486	81021
1447108487	80983
1447108488	80957
1447108489	80944
1447108490	80993
1447108491	80961
1447108492	80941
1447108493	80920
1447108494	80930
1447108495	80887
1447108496	80857
1447108497	80851
1447108498	80849
1447108499	80825
1447108500	80792
1447108501	80809
1447108502	80798
1447108503	80767
1447108504	80742
1447108505	80707
1447108506	80737
1447108507	80702
1447108508	80683
1447108509	80722
1447108510	80714
1447108511	80681
1447108512	80637
1447108513	80606
1447108514	80603
1447108515	80578
1447108516	80547
1447108517	80578
1447108518	80589
1447108519	80569
1447108520	80545
1447108521	80570
1447108522	80572
1447108523	80552
1447108524	80513
1447108525	80509
1447108526	80565
1447108527	80572
1447108528	80560
1447108529	80551
1447108530	80558
1447108531	80557
1447108532	80559
1447108533	80588
1447108534	80587
1447108535	80572
1447108536	80546
1447108537	80554
1447108538	80551
1447108539	80543
1447108540	80565
1447108541	80554
1447108542	80539
1447108543	80499
1447108544	80474
1447108545	80498
1447108546	80479
1447108547	80461
1447108548	80440
1447108549	80445
1447108550	80451
1447108551	80425
1447108552	80389
1447108553	80390
1447108554	80361
1447108555	80337
1447108556	80318
1447108557	80342
1447108558	80350
1447108559	80361
1447108560	80320
1447108561	80333
1447108562	80340
1447108563	80304
1447108564	80278
1447108565	80308
1447108566	80330
1447108567	81413
