1447108212	1362278
1447108213	204010
1447108214	201061
1447108216	116924
1447108217	200242
1447108218	156590
1447108221	458266
1447108225	388013
1447108226	64757484
1447108227	453908799
1447108228	453908799
1447108229	1179542014
1447108230	1341427975
1447108231	1228942574
1447108232	1156913431
1447108233	1130530861
1447108234	1149345169
1447108235	1187540453
1447108236	1201737489
1447108237	1199625637
1447108239	1173991598
1447108240	1169463240
1447108241	1151725707
1447108242	1146671895
1447108243	1150849919
1447108247	129980
1447108248	170081
1447108249	172603
1447108250	218770
1447108251	214829
1447108252	191851
1447108253	625095
1447108254	39339331
1447108255	557447352
1447108257	1746756382
1447108259	2292326764
1447108261	1764088808
1447108262	1754324738
1447108263	1820288126
1447108268	2845556039
1447108269	2694699859
1447108270	784841225
1447108271	41036302
1447108272	1220510
1447108273	814837
1447108274	336355
1447108275	223244
1447108278	200062
1447108279	195043
1447108280	150302
1447108281	180952
1447108282	639201
1447108283	236850
1447108284	535790
1447108285	435021
1447108286	309610
1447108287	206989
1447108289	130670
1447108292	134565
1447108294	467875
1447108297	180330
1447108298	452129
1447108300	151891
1447108301	109400
1447108302	182085
1447108304	135372
1447108307	458347
1447108311	220198
1447108312	665661
1447108318	200611
1447108319	189024
1447108322	319294
1447108325	194049
1447108326	235712
1447108332	194380
1447108334	574469
1447108336	167264
1447108337	144641
1447108338	505451
1447108340	223927
1447108341	211941
1447108344	168992
1447108345	556756
1447108346	156164
1447108347	399355
1447108349	369536
1447108350	123283
1447108352	514119
1447108354	686013
1447108355	241523
1447108358	142779
1447108360	134450
1447108362	194260
1447108363	163977
1447108365	167141
1447108366	224826
1447108367	507879
1447108368	207328
1447108369	259764
1447108370	133830
1447108372	162045
1447108374	642877
1447108376	637133
1447108377	205008
1447108379	161209
1447108380	525105
1447108382	154339
1447108383	312189
1447108384	510745
1447108386	264108
1447108388	254702
1447108394	263084
1447108396	269915
1447108397	598444
1447108399	231813
1447108400	340537
1447108401	211060
1447108402	177924
1447108403	623214
1447108404	368227
1447108406	249354
1447108407	261965
1447108410	246205
1447108413	529353
1447108414	210114
1447108419	253208
1447108420	231922
1447108428	148093
1447108430	154969
1447108431	174620
1447108433	242968
1447108435	344919
1447108439	287465
1447108440	492263
1447108442	240257
1447108443	214706
1447108444	226200
1447108450	204760
1447108452	241797
1447108457	235444
1447108459	246397
1447108461	192655
1447108462	260324
1447108463	195390
1447108464	410241
1447108466	197316
1447108467	185187
1447108468	295881
1447108469	285779
1447108471	185376
1447108478	213877
1447108479	550241
1447108480	460168
1447108481	263048
1447108482	200536
1447108487	158724
1447108490	180963
1447108493	571423
1447108494	165490
1447108496	215260
1447108498	588470
1447108500	1417702
1447108502	216631
1447108505	200547
1447108506	197631
1447108508	283735
1447108509	147553
1447108511	591367
1447108512	277858
1447108513	530427
1447108516	226408
1447108517	206536
1447108520	369457
1447108521	840994
1447108522	260532
1447108523	573313
1447108525	142866
1447108527	166513
1447108528	311762
1447108529	222530
1447108530	259055
1447108531	623538
1447108532	348645
1447108533	171694
1447108535	717360
1447108541	173327
1447108542	231929
1447108543	668677
1447108544	225475
1447108545	384713
1447108546	149199
1447108547	141304
1447108548	174947
1447108549	194611
1447108550	620079
1447108552	196711
1447108557	547528
1447108558	262923
1447108560	215177
1447108561	244969
1447108563	204853
1447108565	654105
1447108566	205320
