1447184238	27873
1447184239	55754
1447184240	83629
1447184241	111496
1447184242	139358
1447184243	167236
1447184244	166870
1447184245	166805
1447184246	166795
1447184247	166887
1447184248	166768
1447184249	167077
1447184250	250701
1447184252	362112
1447184253	407491
1447184255	441530
1447184255	382014
1447184256	350152
1447184257	340297
1447184258	340436
1447184259	348621
1447184260	359338
1447184261	362075
1447184262	360857
1447184264	357526
1447184265	287344
1447184266	268554
1447184267	316085
1447184267	293659
1447184268	290284
1447184270	273447
1447184271	324853
1447184271	328309
1447184272	332711
1447184273	326126
1447184274	342431
1447184275	365348
1447184276	334742
1447184276	362615
1447184277	390484
1447184278	350227
1447184279	311242
1447184280	271302
1447184281	233834
1447184282	199127
1447184283	166315
1447184284	166271
1447184285	168296
1447184286	251859
1447184288	335531
1447184289	400913
1447184291	430439
1447184292	375280
1447184292	344946
1447184293	335580
1447184294	336809
1447184295	343740
1447184296	354127
1447184297	357172
1447184298	356108
1447184299	352898
1447184300	350744
1447184301	349614
1447184302	350549
1447184303	321633
1447184304	349498
1447184304	313778
1447184305	341628
1447184306	306130
1447184307	269720
1447184308	233160
1447184309	198525
1447184310	175437
1447184311	165861
1447184312	165822
1447184313	165778
1447184314	165798
1447184315	165786
1447184316	165731
1447184317	165743
1447184318	165680
1447184319	165634
1447184320	165540
1447184321	165619
1447184322	165569
1447184323	165604
1447184324	165569
1447184325	165513
1447184326	165500
1447184327	165471
1447184328	165413
1447184329	165385
1447184330	165323
1447184331	165347
1447184332	165292
1447184333	165240
1447184334	165222
1447184335	165212
1447184336	165171
1447184337	165132
1447184338	165092
1447184339	165081
1447184340	165036
1447184341	165044
1447184342	165046
1447184343	165025
1447184344	164999
1447184345	164956
1447184346	164935
1447184347	164915
1447184348	164902
1447184349	164876
1447184350	164815
1447184351	164769
1447184352	164781
1447184353	164740
1447184354	164752
1447184355	164714
1447184356	164734
1447184357	164671
1447184358	164664
1447184359	164649
1447184360	164619
1447184361	164583
1447184362	164570
1447184363	164565
1447184364	164540
1447184365	164503
